time;gFx;gFy;gFz;TgF
1,795630;0,0357;0,0958;1,0395;1,045
1,805977;0,0401;0,1007;1,0246;1,030
1,806551;0,0386;0,1046;1,0114;1,018
1,811123;0,0342;0,1107;0,9975;1,004
1,815771;0,0269;0,1119;0,9872;0,994
1,821043;0,0217;0,1178;0,9875;0,995
1,826012;0,0171;0,1168;0,9887;0,996
1,830758;0,0129;0,1204;0,9936;1,001
1,835891;0,0093;0,1200;1,0002;1,007
1,841139;0,0044;0,1217;1,0053;1,013
1,845854;-0,0017;0,1214;1,0124;1,020
1,850990;-0,0054;0,1231;1,0212;1,029
1,856887;-0,0068;0,1224;1,0280;1,035
1,860919;-0,0071;0,1231;1,0280;1,035
1,870889;-0,0090;0,1214;1,0249;1,032
1,871678;-0,0144;0,1207;1,0190;1,026
1,876196;-0,0169;0,1190;1,0087;1,016
1,881604;-0,0232;0,1146;0,9987;1,006
1,888546;-0,0305;0,1138;0,9887;0,996
1,891215;-0,0320;0,1112;0,9743;0,981
1,896515;-0,0327;0,1121;0,9657;0,973
1,905110;-0,0322;0,1087;0,9533;0,960
1,906273;-0,0357;0,1068;0,9460;0,953
1,911411;-0,0359;0,1038;0,9391;0,946
1,924174;-0,0369;0,1026;0,9372;0,943
1,924795;-0,0401;0,1002;0,9367;0,943
1,926427;-0,0469;0,0958;0,9391;0,945
1,931289;-0,0479;0,0904;0,9467;0,952
1,936426;-0,0501;0,0875;0,9613;0,967
1,941400;-0,0486;0,0836;0,9745;0,979
1,946394;-0,0489;0,0804;0,9897;0,994
1,951777;-0,0464;0,0755;1,0051;1,009
1,956718;-0,0447;0,0743;1,0244;1,028
1,961543;-0,0447;0,0730;1,0459;1,049
1,967277;-0,0476;0,0672;1,0618;1,065
1,971610;-0,0518;0,0594;1,0752;1,078
1,976773;-0,0533;0,0555;1,0896;1,092
1,981813;-0,0547;0,0481;1,0962;1,099
1,986781;-0,0513;0,0454;1,1026;1,105
1,991748;-0,0491;0,0410;1,1028;1,105
1,996736;-0,0396;0,0415;1,1060;1,107
2,005412;-0,0300;0,0398;1,1067;1,108
2,007019;-0,0208;0,0415;1,1043;1,105
2,012068;-0,0086;0,0418;1,0972;1,098
2,019489;-0,0002;0,0396;1,0847;1,085
2,021959;0,0015;0,0393;1,0600;1,061
2,026991;0,0042;0,0440;1,0444;1,045
2,031943;0,0015;0,0447;1,0273;1,028
2,036931;-0,0020;0,0425;1,0217;1,023
2,042014;0,0015;0,0435;1,0241;1,025
2,047274;0,0127;0,0442;1,0278;1,029
2,052415;0,0178;0,0457;1,0280;1,029
2,057227;0,0205;0,0508;1,0349;1,036
2,062215;0,0159;0,0547;1,0437;1,045
2,067605;0,0071;0,0591;1,0461;1,048
2,072318;-0,0027;0,0662;1,0393;1,041
2,077312;-0,0198;0,0711;1,0256;1,028
2,082771;-0,0340;0,0713;1,0021;1,005
2,087365;-0,0425;0,0699;0,9836;0,987
2,092400;-0,0506;0,0704;0,9660;0,970
2,097379;-0,0581;0,0704;0,9530;0,957
2,108434;-0,0599;0,0687;0,9401;0,944
2,109472;-0,0601;0,0726;0,9345;0,939
2,112737;-0,0606;0,0750;0,9347;0,940
2,123942;-0,0581;0,0767;0,9425;0,947
2,124791;-0,0535;0,0811;0,9545;0,959
2,127597;-0,0452;0,0823;0,9709;0,975
2,133995;-0,0342;0,0845;0,9880;0,992
2,137648;-0,0161;0,0831;1,0161;1,020
2,142743;0,0086;0,0831;1,0425;1,046
2,147650;0,0281;0,0845;1,0671;1,071
2,152662;0,0362;0,0843;1,0825;1,086
2,157693;0,0384;0,0796;1,0911;1,095
2,162861;0,0379;0,0762;1,0979;1,101
2,167987;0,0386;0,0708;1,1040;1,107
2,172800;0,0440;0,0665;1,1177;1,121
2,177858;0,0484;0,0640;1,1311;1,134
2,183945;0,0584;0,0625;1,1429;1,146
2,187859;0,0672;0,0640;1,1463;1,150
2,192824;0,0745;0,0652;1,1480;1,152
2,199331;0,0782;0,0728;1,1521;1,157
2,202859;0,0823;0,0765;1,1497;1,155
2,207961;0,0848;0,0799;1,1377;1,144
2,213214;0,0843;0,0833;1,1179;1,124
2,223926;0,0777;0,0806;1,1004;1,106
2,225137;0,0655;0,0796;1,0781;1,083
2,228402;0,0525;0,0809;1,0654;1,070
2,237323;0,0418;0,0784;1,0593;1,063
2,238285;0,0327;0,0787;1,0549;1,058
2,243191;0,0276;0,0762;1,0559;1,059
2,248216;0,0166;0,0740;1,0588;1,062
2,253260;0,0086;0,0704;1,0644;1,067
2,258525;-0,0032;0,0684;1,0703;1,072
2,263099;-0,0100;0,0625;1,0730;1,075
2,268360;-0,0176;0,0618;1,0725;1,074
2,273317;-0,0210;0,0647;1,0715;1,074
2,278352;-0,0261;0,0657;1,0630;1,065
2,284571;-0,0232;0,0684;1,0564;1,059
2,288611;-0,0159;0,0738;1,0483;1,051
2,294095;-0,0054;0,0811;1,0412;1,044
2,298652;0,0076;0,0914;1,0263;1,030
2,309612;0,0222;0,1002;1,0163;1,021
2,310508;0,0315;0,1085;1,0078;1,014
2,313730;0,0435;0,1197;0,9973;1,005
2,325295;0,0581;0,1295;0,9833;0,994
2,326206;0,0755;0,1397;0,9738;0,987
2,328717;0,0831;0,1466;0,9587;0,973
2,334490;0,0836;0,1524;0,9442;0,960
2,338695;0,0814;0,1561;0,9245;0,941
2,343899;0,0782;0,1588;0,9037;0,921
2,349078;0,0735;0,1576;0,8822;0,899
2,354303;0,0618;0,1566;0,8668;0,883
2,358787;0,0476;0,1534;0,8600;0,875
2,363719;0,0337;0,1466;0,8597;0,873
2,369692;0,0242;0,1373;0,8646;0,876
2,373938;0,0166;0,1202;0,8734;0,882
2,379327;0,0103;0,1090;0,8868;0,894
2,384461;0,0042;0,0982;0,9076;0,913
2,389089;0,0032;0,0916;0,9315;0,936
2,394316;-0,0012;0,0811;0,9552;0,959
2,399404;-0,0039;0,0726;0,9789;0,982
2,407149;-0,0054;0,0645;1,0075;1,010
2,411505;-0,0064;0,0555;1,0310;1,032
2,414132;-0,0073;0,0489;1,0525;1,054
2,419190;-0,0110;0,0445;1,0776;1,079
2,424201;-0,0117;0,0401;1,0903;1,091
2,429220;-0,0161;0,0381;1,1028;1,104
