time;gFx;gFy;gFz;TgF
1,465228;0,0498;0,3425;0,9782;1,038
1,475053;0,0364;0,3391;0,9948;1,052
1,475835;0,0330;0,3330;1,0129;1,067
1,479620;0,0342;0,3210;1,0205;1,070
1,484702;0,0342;0,3154;1,0246;1,073
1,489813;0,0327;0,3071;1,0363;1,081
1,494988;0,0344;0,2995;1,0491;1,092
1,499771;0,0376;0,2939;1,0537;1,095
1,504795;0,0352;0,2863;1,0574;1,096
1,509893;0,0347;0,2841;1,0833;1,120
1,514885;0,0540;0,2714;1,0652;1,101
1,521058;0,0562;0,2533;1,0561;1,088
1,525855;0,0425;0,2436;1,0732;1,101
1,530196;0,0335;0,2309;1,0925;1,117
1,535415;0,0271;0,2213;1,1050;1,127
1,540035;0,0191;0,2138;1,1179;1,138
1,544916;0,0161;0,2047;1,1255;1,144
1,550786;0,0176;0,1994;1,1272;1,145
1,558235;0,0129;0,1945;1,1216;1,138
1,562377;0,0149;0,1957;1,1319;1,149
1,565143;0,0220;0,2047;1,1551;1,173
1,570742;0,0283;0,2177;1,1627;1,183
1,575333;0,0364;0,2265;1,1563;1,179
1,580393;0,0493;0,2338;1,1385;1,163
1,585341;0,0599;0,2384;1,1118;1,139
1,590519;0,0716;0,2448;1,0950;1,124
1,595374;0,0811;0,2568;1,0960;1,129
1,600374;0,0867;0,2673;1,0972;1,133
1,605498;0,0867;0,2714;1,1023;1,139
1,610552;0,0897;0,2731;1,1055;1,142
1,615707;0,0892;0,2751;1,0994;1,137
1,620886;0,0909;0,2712;1,0815;1,119
1,625315;0,0894;0,2707;1,0600;1,098
1,630396;0,0887;0,2712;1,0390;1,077
1,636655;0,0840;0,2719;1,0246;1,063
1,640506;0,0804;0,2722;1,0180;1,057
1,645610;0,0809;0,2746;1,0300;1,069
1,650629;0,0789;0,2658;1,0041;1,042
1,659777;0,0711;0,2602;0,9811;1,018
1,660686;0,0669;0,2582;0,9679;1,004
1,665861;0,0652;0,2531;0,9579;0,993
1,671682;0,0623;0,2460;0,9530;0,986
1,675764;0,0613;0,2380;0,9504;0,982
1,680699;0,0601;0,2311;0,9648;0,994
1,687301;0,0708;0,2311;0,9848;1,014
1,690894;0,0794;0,2279;0,9960;1,025
1,695735;0,0796;0,2169;0,9865;1,013
1,700757;0,0750;0,2086;0,9721;0,997
1,706039;0,0638;0,2067;0,9587;0,983
1,711037;0,0491;0,2033;0,9389;0,962
1,716121;0,0347;0,1989;0,9166;0,939
1,721378;0,0169;0,1935;0,8885;0,910
1,726628;0,0076;0,1950;0,8732;0,895
1,731154;0,0037;0,1871;0,8091;0,831
1,743524;-0,0051;0,1827;0,7542;0,776
1,744413;-0,0129;0,1867;0,7144;0,738
1,746085;-0,0156;0,1908;0,6970;0,723
1,751387;-0,0107;0,1986;0,6819;0,710
1,758034;-0,0024;0,2079;0,6674;0,699
1,761553;0,0110;0,2169;0,6621;0,697
1,766395;0,0215;0,2226;0,6677;0,704
1,771306;0,0359;0,2367;0,6843;0,725
1,776511;0,0596;0,2460;0,7141;0,758
1,781583;0,0755;0,2504;0,6977;0,745
1,788375;0,0865;0,2553;0,6941;0,745
1,791725;0,0953;0,2585;0,6987;0,751
1,796396;0,1019;0,2590;0,7024;0,755
1,801544;0,1063;0,2599;0,7056;0,759
1,806970;0,1094;0,2624;0,7024;0,758
1,811824;0,1104;0,2585;0,6977;0,752
1,816867;0,1158;0,2595;0,7012;0,757
1,822864;0,1283;0,2609;0,7239;0,780
1,826807;0,1371;0,2595;0,7564;0,811
1,831895;0,1476;0,2582;0,7857;0,840
1,838924;0,1595;0,2631;0,8551;0,909
1,842705;0,1681;0,2580;0,8700;0,923
1,846861;0,1571;0,2499;0,8929;0,940
1,852436;0,1410;0,2470;0,9367;0,979
1,864009;0,1200;0,2380;0,9916;1,027
1,864536;0,1019;0,2292;1,0315;1,062
1,867013;0,0894;0,2218;1,0486;1,075
1,882277;0,0733;0,2157;1,0444;1,069
1,882824;0,0586;0,2140;1,0276;1,051
1,883074;0,0381;0,2189;1,0112;1,035
1,893081;0,0281;0,2284;0,9921;1,018
1,894111;0,0281;0,2406;0,9758;1,005
1,897094;0,0386;0,2531;0,9491;0,983
1,902413;0,0491;0,2668;0,9227;0,962
1,906970;0,0625;0,2788;0,9005;0,945
1,911943;0,0740;0,2917;0,8807;0,931
1,916915;0,0750;0,2985;0,8639;0,917
1,922133;0,0687;0,3003;0,8419;0,896
1,927582;0,0596;0,3090;0,8370;0,894
1,932121;0,0533;0,3164;0,8372;0,897
1,943476;0,0511;0,3232;0,8363;0,898
1,944131;0,0491;0,3281;0,8389;0,902
1,947282;0,0450;0,3303;0,8414;0,905
1,955041;0,0428;0,3305;0,8392;0,903
1,957238;0,0445;0,3298;0,8421;0,905
1,962494;0,0496;0,3305;0,8504;0,914
1,967385;0,0540;0,3342;0,8648;0,929
1,972379;0,0689;0,3401;0,8810;0,947
1,977391;0,0928;0,3542;0,8934;0,966
1,982552;0,1075;0,3621;0,9000;0,976
1,988069;0,1163;0,3716;0,9056;0,986
1,992575;0,1099;0,3743;0,9083;0,989
1,997515;0,0960;0,3723;0,9105;0,988
2,004462;0,0826;0,3662;0,9254;0,999
2,007975;0,0701;0,3591;0,9511;1,019
2,012806;0,0574;0,3506;0,9870;1,049
2,017810;0,0484;0,3481;1,0341;1,092
2,022930;0,0410;0,3430;1,0938;1,147
2,027871;0,0437;0,3381;1,1688;1,217
2,032664;0,0469;0,3305;1,2247;1,269
2,046257;0,0479;0,3200;1,2750;1,315
2,047010;0,0464;0,3098;1,3131;1,350
2,050553;0,0435;0,3020;1,3329;1,367
2,057710;0,0393;0,2973;1,3478;1,381
2,058593;0,0420;0,3017;1,3478;1,382
2,063029;0,0462;0,3066;1,3410;1,376
2,067910;0,0555;0,3105;1,3227;1,360
2,072891;0,0689;0,3139;1,2836;1,323
2,078100;0,0945;0,3198;1,2438;1,288
2,083160;0,1178;0,3379;1,2269;1,278
2,088283;0,1368;0,3462;1,2203;1,276
2,093259;0,1549;0,3501;1,2164;1,275
2,098056;0,1717;0,3557;1,2289;1,291
2,105578;0,1830;0,3594;1,2438;1,308
2,108448;0,1869;0,3640;1,2601;1,325
2,113569;0,1820;0,3640;1,2667;1,331
2,118828;0,1695;0,3618;1,2518;1,314
2,123590;0,1605;0,3596;1,2208;1,283
2,128804;0,1466;0,3623;1,1705;1,234
2,133344;0,1251;0,3699;1,1331;1,198
2,142607;0,1121;0,3784;1,1065;1,175
2,143499;0,1099;0,3858;1,0879;1,159
2,148613;0,1180;0,3894;1,0718;1,146
2,164307;0,1134;0,3909;1,0556;1,131
2,165192;0,1075;0,3921;1,0332;1,110
2,165657;0,1097;0,3897;1,0073;1,086
2,168433;0,1178;0,3887;0,9870;1,067
2,173765;0,1270;0,3902;0,9843;1,066
2,178518;0,1358;0,3909;1,0073;1,089
2,183531;0,1515;0,3875;1,0405;1,121
2,188884;0,1610;0,3779;1,0749;1,151
2,193903;0,1630;0,3699;1,1006;1,172
2,198957;0,1595;0,3569;1,1228;1,189
2,205024;0,1502;0,3440;1,1336;1,194
2,209063;0,1375;0,3313;1,1431;1,198
2,214018;0,1295;0,3181;1,1453;1,196
2,218956;0,1285;0,3115;1,1534;1,202
2,224445;0,1297;0,3093;1,1553;1,203
2,229042;0,1295;0,3046;1,1666;1,213
2,234225;0,1263;0,2885;1,1646;1,206
2,244654;0,1236;0,2680;1,1372;1,175
2,245833;0,1229;0,2538;1,0930;1,129
2,252613;0,1187;0,2499;1,0444;1,080
2,260609;0,1097;0,2514;0,9999;1,037
2,261898;0,1029;0,2563;0,9501;0,989
2,263806;0,1041;0,2660;0,8956;0,940
2,270729;0,1151;0,2751;0,8475;0,898
2,274103;0,1300;0,2861;0,8084;0,867
2,279103;0,1415;0,2961;0,7740;0,841
2,283963;0,1485;0,3044;0,7246;0,800
2,289739;0,1524;0,3081;0,6955;0,776
2,294530;0,1522;0,3161;0,6728;0,759
2,299045;0,1534;0,3230;0,6601;0,751
2,304296;0,1529;0,3252;0,6518;0,744
2,309360;0,1478;0,3271;0,6535;0,746
2,314485;0,1410;0,3274;0,6679;0,757
2,320854;0,1322;0,3225;0,7021;0,784
2,324276;0,1234;0,3171;0,7547;0,828
2,329543;0,1107;0,3022;0,8138;0,875
2,334463;0,1019;0,2907;0,8846;0,937
2,339660;0,0931;0,2748;0,9381;0,982
2,344725;0,0809;0,2621;0,9912;1,028
2,349515;0,0643;0,2504;1,0398;1,071
2,361934;0,0486;0,2424;1,0752;1,103
2,363432;0,0374;0,2372;1,0982;1,124
2,364777;0,0327;0,2397;1,1062;1,132
2,376304;0,0337;0,2436;1,0996;1,127
2,377305;0,0362;0,2482;1,0762;1,105
2,379708;0,0364;0,2533;1,0322;1,063
2,384582;0,0379;0,2626;0,9821;1,017
2,389605;0,0435;0,2792;0,9372;0,979
2,394781;0,0474;0,2927;0,8861;0,934
2,399532;0,0572;0,3044;0,8375;0,893
2,404793;0,0669;0,3200;0,8021;0,866
2,410332;0,0777;0,3408;0,7779;0,853
2,415004;0,0948;0,3608;0,7605;0,847
2,420174;0,1114;0,3748;0,7427;0,839
2,425132;0,1190;0,3862;0,7327;0,837
2,430111;0,1170;0,3943;0,7285;0,837
2,435154;0,1182;0,4029;0,7068;0,822
2,440321;0,1170;0,4095;0,6799;0,802
2,445310;0,1119;0,4085;0,6508;0,777
2,450330;0,1029;0,4092;0,6296;0,758
2,460899;0,0906;0,4124;0,6166;0,747
2,462060;0,0752;0,4141;0,5998;0,733
2,465499;0,0652;0,4139;0,5951;0,728
2,474024;0,0528;0,4146;0,6003;0,731
2,474978;0,0435;0,4161;0,6144;0,743
2,480067;0,0435;0,4153;0,6398;0,764
2,485061;0,0484;0,4156;0,6814;0,800
2,490415;0,0474;0,4173;0,7459;0,856
2,495251;0,0459;0,4143;0,7972;0,900
2,500190;0,0457;0,4097;0,8487;0,944
2,505513;0,0530;0,4038;0,8961;0,984
2,510375;0,0645;0,4012;0,9367;1,021
2,515175;0,0713;0,4004;0,9767;1,058
2,520905;0,0792;0,4029;1,0112;1,091
2,525677;0,0875;0,4043;1,0283;1,108
2,530527;0,0997;0,4097;1,0388;1,121
2,535665;0,1116;0,4168;1,0420;1,128
2,540752;0,1153;0,4280;1,0288;1,120
2,545354;0,1204;0,4312;1,0197;1,114
2,550667;0,1380;0,4336;1,0188;1,116
2,561646;0,1502;0,4383;1,0131;1,114
2,562614;0,1554;0,4498;1,0017;1,109
2,566230;0,1615;0,4630;0,9912;1,106
2,577598;0,1625;0,4766;0,9826;1,104
2,578454;0,1593;0,4859;0,9794;1,105
2,580749;0,1542;0,4945;0,9838;1,112
2,585731;0,1485;0,4989;0,9846;1,114
2,590590;0,1331;0,4984;0,9892;1,116
2,595618;0,1212;0,4918;0,9924;1,114
2,600785;0,1119;0,4845;0,9999;1,117
2,605946;0,1060;0,4766;1,0144;1,126
2,611023;0,1055;0,4730;1,0205;1,130
2,615940;0,1160;0,4634;1,0170;1,124
2,621130;0,1261;0,4576;1,0175;1,123
2,626476;0,1336;0,4569;1,0295;1,134
2,631388;0,1407;0,4539;1,0491;1,152
2,638311;0,1451;0,4576;1,0708;1,173
2,641302;0,1507;0,4595;1,1214;1,221
2,646437;0,1551;0,4632;1,1746;1,272
2,651250;0,1586;0,4613;1,2313;1,324
2,664579;0,1717;0,4615;1,2863;1,377
2,665795;0,1859;0,4659;1,3344;1,426
2,666348;0,1976;0,4801;1,3730;1,468
2,679201;0,2125;0,4933;1,3877;1,488
2,680114;0,2389;0,5001;1,3962;1,502
2,681197;0,2746;0,5062;1,3989;1,513
2,686786;0,3088;0,5116;1,3935;1,516
2,691557;0,3310;0,5189;1,3686;1,501
2,696434;0,3508;0,5238;1,3459;1,486
2,701520;0,3613;0,5270;1,3205;1,467
2,706873;0,3535;0,5250;1,2863;1,434
2,711517;0,3242;0,5152;1,2477;1,388
2,716532;0,2829;0,5008;1,2013;1,332
2,721670;0,2397;0,4815;1,1517;1,271
2,726983;0,1952;0,4627;1,1070;1,216
2,731845;0,1600;0,4385;1,0669;1,165
2,743957;0,1295;0,4126;1,0381;1,125
2,745238;0,1048;0,3892;1,0351;1,111
2,746824;0,0823;0,3660;1,0569;1,121
2,751623;0,0679;0,3425;1,0896;1,144
2,758104;0,0635;0,3205;1,1135;1,161
2,761681;0,0623;0,3029;1,1338;1,175
2,766939;0,0647;0,2956;1,1517;1,191
2,771673;0,0645;0,2912;1,1671;1,205
2,776989;0,0655;0,2853;1,1903;1,226
2,781942;0,0603;0,2763;1,2237;1,256
2,787221;0,0613;0,2692;1,2565;1,286
2,791929;0,0669;0,2624;1,2687;1,297
2,797045;0,0652;0,2477;1,2716;1,297
2,802774;0,0699;0,2453;1,2714;1,297
2,807251;0,0721;0,2443;1,2584;1,284
2,812238;0,0594;0,2441;1,2306;1,256
2,817368;0,0410;0,2411;1,1912;1,216
2,822410;0,0171;0,2358;1,1380;1,162
2,827534;-0,0056;0,2292;1,0764;1,101
2,832218;-0,0215;0,2243;1,0114;1,036
2,845920;-0,0349;0,2189;0,9567;0,982
2,846991;-0,0493;0,2150;0,8954;0,922
2,847535;-0,0638;0,2103;0,8609;0,889
2,859998;-0,0716;0,2081;0,8411;0,869
2,861142;-0,0777;0,2042;0,8367;0,865
2,862258;-0,0750;0,2006;0,8446;0,871
2,868048;-0,0640;0,1989;0,8578;0,883
2,872440;-0,0476;0,1952;0,8719;0,895
2,877647;-0,0288;0,1976;0,8824;0,905
