time;gFx;gFy;gFz;TgF
2,104766;0,1197;0,4451;0,8245;0,945
2,109414;0,1339;0,4539;0,8099;0,938
2,114612;0,1510;0,4600;0,7908;0,927
2,119945;0,1700;0,4647;0,7745;0,919
2,124733;0,1864;0,4659;0,7637;0,914
2,129542;0,1984;0,4700;0,7561;0,912
2,134637;0,2121;0,4742;0,7547;0,916
2,146826;0,2116;0,4779;0,7657;0,927
2,147637;0,1976;0,4762;0,7935;0,946
2,149379;0,1823;0,4630;0,8238;0,962
2,168905;0,1713;0,4444;0,8519;0,976
2,170775;0,1590;0,4256;0,8690;0,981
2,171621;0,1471;0,4134;0,8893;0,992
2,172982;0,1331;0,4036;0,9047;1,000
2,175398;0,1244;0,3965;0,9179;1,008
2,179734;0,1219;0,3919;0,9328;1,019
2,184757;0,1209;0,3875;0,9455;1,029
2,189684;0,1251;0,3831;0,9650;1,046
2,194816;0,1253;0,3821;0,9743;1,054
2,200068;0,1241;0,3767;0,9743;1,052
2,205075;0,1226;0,3760;0,9628;1,041
2,210297;0,1158;0,3709;0,9374;1,015
2,214737;0,1080;0,3721;0,9037;0,983
2,222046;0,1019;0,3711;0,8629;0,945
2,225623;0,0965;0,3699;0,8231;0,908
2,230194;0,0965;0,3689;0,7832;0,871
2,235189;0,0943;0,3699;0,7439;0,836
2,241756;0,0906;0,3716;0,7034;0,801
2,245225;0,0836;0,3728;0,6611;0,764
2,250111;0,0784;0,3740;0,6154;0,724
2,263223;0,0718;0,3745;0,5758;0,691
2,264504;0,0662;0,3699;0,5314;0,651
2,265123;0,0628;0,3689;0,4955;0,621
2,279362;0,0618;0,3652;0,4669;0,596
2,280351;0,0589;0,3623;0,4415;0,574
2,280686;0,0555;0,3611;0,4187;0,556
2,285391;0,0520;0,3582;0,4002;0,540
2,290217;0,0467;0,3545;0,3884;0,528
2,295273;0,0452;0,3481;0,3762;0,515
2,300500;0,0381;0,3447;0,3628;0,502
2,306258;0,0320;0,3406;0,3562;0,494
2,311019;0,0222;0,3345;0,3525;0,486
2,315500;0,0208;0,3283;0,3640;0,491
2,323021;0,0244;0,3274;0,3836;0,505
2,325922;0,0281;0,3257;0,4183;0,531
2,330605;0,0462;0,3240;0,4703;0,573
2,336108;0,0682;0,3191;0,5438;0,634
2,341310;0,0860;0,3134;0,6205;0,701
2,345922;0,0987;0,3095;0,6816;0,755
2,350860;0,0972;0,3103;0,7283;0,798
2,364908;0,0923;0,3132;0,7573;0,825
2,365907;0,0850;0,3198;0,7683;0,837
2,366384;0,0843;0,3342;0,7701;0,844
2,377938;0,0999;0,3530;0,7798;0,862
