time;gFx;gFy;gFz;TgF
2,392416;-0,1270;0,0508;1,1153;1,124
2,397763;-0,1119;0,0603;1,1074;1,115
2,402575;-0,0919;0,0713;1,0947;1,101
2,407607;-0,0674;0,0801;1,0774;1,082
2,412759;-0,0403;0,0936;1,0449;1,050
2,417758;-0,0235;0,1007;1,0170;1,022
2,430447;-0,0110;0,1082;0,9846;0,991
2,431497;-0,0049;0,1126;0,9523;0,959
2,432801;-0,0034;0,1158;0,9245;0,932
2,442696;-0,0017;0,1158;0,9037;0,911
2,443754;-0,0068;0,1114;0,8920;0,899
2,447755;-0,0090;0,1065;0,8910;0,897
2,452748;-0,0171;0,1014;0,8942;0,900
2,458142;-0,0222;0,0931;0,9012;0,906
2,463086;-0,0303;0,0862;0,9127;0,917
2,467940;-0,0381;0,0809;0,9220;0,926
2,472908;-0,0476;0,0755;0,9315;0,936
2,478014;-0,0535;0,0735;0,9359;0,940
2,483381;-0,0608;0,0733;0,9369;0,942
2,489163;-0,0679;0,0708;0,9384;0,943
2,493295;-0,0740;0,0750;0,9335;0,939
2,498115;-0,0811;0,0730;0,9311;0,937
2,503609;-0,0887;0,0760;0,9286;0,936
2,508412;-0,0948;0,0757;0,9252;0,933
2,513304;-0,0985;0,0774;0,9149;0,923
2,518369;-0,0967;0,0789;0,9096;0,918
2,530656;-0,0928;0,0826;0,8993;0,908
2,532605;-0,0884;0,0860;0,8956;0,904
2,533522;-0,0838;0,0928;0,8990;0,908
2,547334;-0,0796;0,0953;0,9127;0,921
2,548581;-0,0774;0,0945;0,9289;0,937
2,549254;-0,0782;0,0897;0,9462;0,954
2,554056;-0,0782;0,0840;0,9645;0,971
2,558538;-0,0784;0,0801;0,9792;0,986
2,563537;-0,0818;0,0748;0,9943;1,000
2,568459;-0,0884;0,0765;1,0092;1,016
2,573552;-0,0923;0,0770;1,0251;1,032
2,578384;-0,0980;0,0794;1,0366;1,044
2,583494;-0,0982;0,0779;1,0415;1,049
2,589693;-0,0972;0,0828;1,0451;1,053
2,593811;-0,0914;0,0889;1,0403;1,048
2,598654;-0,0862;0,1024;1,0363;1,045
2,604134;-0,0767;0,1136;1,0249;1,034
2,609108;-0,0682;0,1261;1,0085;1,019
2,613457;-0,0586;0,1407;0,9943;1,006
2,618684;-0,0462;0,1564;0,9738;0,987
2,627409;-0,0418;0,1644;0,9538;0,969
2,628725;-0,0364;0,1713;0,9318;0,948
2,633843;-0,0330;0,1759;0,9086;0,926
2,640386;-0,0298;0,1808;0,8819;0,901
2,643876;-0,0303;0,1835;0,8609;0,881
2,649013;-0,0366;0,1874;0,8429;0,864
2,655172;-0,0479;0,1891;0,8309;0,853
2,658710;-0,0555;0,1849;0,8255;0,848
2,663870;-0,0633;0,1781;0,8199;0,841
2,669020;-0,0708;0,1710;0,8214;0,842
2,674357;-0,0821;0,1644;0,8319;0,852
2,679300;-0,0882;0,1590;0,8458;0,865
2,684193;-0,0914;0,1542;0,8629;0,881
2,689554;-0,0931;0,1524;0,8837;0,902
2,694260;-0,0994;0,1444;0,9069;0,924
2,699417;-0,0992;0,1378;0,9313;0,947
2,714528;-0,1041;0,1324;0,9555;0,970
2,715799;-0,1075;0,1307;0,9775;0,992
2,716791;-0,1065;0,1275;0,9999;1,014
2,719842;-0,1065;0,1273;1,0214;1,035
2,727364;-0,1068;0,1261;1,0363;1,049
2,729501;-0,1058;0,1309;1,0464;1,060
2,734183;-0,0921;0,1368;1,0525;1,065
2,739365;-0,0818;0,1432;1,0522;1,065
2,744539;-0,0682;0,1539;1,0471;1,061
2,749601;-0,0535;0,1671;1,0354;1,050
2,755785;-0,0391;0,1791;1,0249;1,041
2,760446;-0,0264;0,1918;1,0041;1,023
2,764849;-0,0183;0,1991;0,9902;1,010
2,769391;-0,0137;0,2040;0,9670;0,988
2,774628;-0,0142;0,2116;0,9440;0,968
2,779529;-0,0129;0,2147;0,9218;0,947
2,784503;-0,0161;0,2172;0,9000;0,926
2,789756;-0,0205;0,2223;0,8797;0,908
2,794495;-0,0242;0,2231;0,8626;0,891
2,799574;-0,0276;0,2262;0,8580;0,888
2,811468;-0,0279;0,2274;0,8582;0,888
2,812636;-0,0269;0,2296;0,8719;0,902
2,814847;-0,0349;0,2292;0,8925;0,922
2,820141;-0,0413;0,2257;0,9232;0,951
2,825771;-0,0479;0,2174;0,9650;0,990
2,829656;-0,0550;0,2091;0,9958;1,019
2,834897;-0,0606;0,2001;1,0210;1,042
2,840149;-0,0662;0,1923;1,0361;1,056
2,844979;-0,0706;0,1857;1,0442;1,063
2,850215;-0,0674;0,1825;1,0466;1,065
