time;gFx;gFy;gFz;TgF
2,417488;0,1652;0,2819;0,9618;1,016
2,428376;0,1666;0,2780;0,9447;0,999
2,429925;0,1735;0,2751;0,9345;0,989
2,432900;0,1781;0,2717;0,9174;0,973
2,447815;0,1801;0,2663;0,8968;0,953
2,448857;0,1820;0,2629;0,8893;0,945
2,449350;0,1837;0,2563;0,8827;0,937
2,456569;0,1813;0,2497;0,8690;0,922
2,458298;0,1835;0,2428;0,8626;0,915
2,463025;0,1874;0,2365;0,8653;0,916
2,469601;0,1810;0,2323;0,8700;0,918
2,472895;0,1730;0,2253;0,8746;0,920
2,477793;0,1730;0,2213;0,8746;0,919
2,482769;0,1713;0,2184;0,8719;0,915
2,488711;0,1666;0,2213;0,8663;0,910
2,493080;0,1502;0,2228;0,8646;0,905
2,498184;0,1412;0,2201;0,8648;0,904
2,503465;0,1290;0,2157;0,8612;0,897
2,508511;0,1129;0,2118;0,8565;0,890
2,513156;0,1004;0,2089;0,8580;0,889
2,526502;0,0963;0,2077;0,8651;0,895
2,527880;0,0987;0,2091;0,8758;0,906
2,528579;0,1107;0,2081;0,8866;0,917
2,533820;0,1241;0,2096;0,8888;0,922
2,547351;0,1344;0,2116;0,8934;0,928
2,548640;0,1454;0,2187;0,9005;0,938
2,549087;0,1488;0,2221;0,9052;0,944
2,555075;0,1593;0,2284;0,9086;0,950
2,558506;0,1708;0,2370;0,9096;0,955
2,563791;0,1810;0,2436;0,9108;0,960
2,570531;0,1859;0,2482;0,9096;0,961
2,574173;0,1867;0,2529;0,9069;0,960
2,578869;0,1859;0,2565;0,9030;0,957
2,583956;0,1798;0,2619;0,8888;0,944
2,589439;0,1776;0,2665;0,8732;0,930
2,594847;0,1754;0,2712;0,8460;0,906
2,599571;0,1698;0,2739;0,8306;0,891
2,604504;0,1642;0,2731;0,8165;0,876
2,609456;0,1542;0,2741;0,8106;0,869
2,614032;0,1459;0,2756;0,8204;0,878
2,619508;0,1397;0,2763;0,8174;0,874
2,630748;0,1285;0,2761;0,8162;0,871
2,631572;0,1131;0,2778;0,8123;0,866
2,634117;0,0950;0,2783;0,8040;0,856
2,653404;0,0804;0,2763;0,7903;0,841
2,654588;0,0599;0,2719;0,7669;0,816
2,655040;0,0440;0,2719;0,7461;0,795
2,655538;0,0283;0,2731;0,7300;0,780
2,659127;0,0188;0,2690;0,7109;0,760
2,664281;0,0093;0,2687;0,7012;0,751
2,670835;0,0012;0,2717;0,6953;0,746
2,674414;-0,0042;0,2778;0,6887;0,743
2,679275;0,0005;0,2814;0,6870;0,742
2,684089;0,0081;0,2917;0,6904;0,750
2,689282;0,0159;0,2990;0,6894;0,752
2,694121;0,0252;0,3020;0,6838;0,748
2,698957;0,0366;0,3078;0,6816;0,749
2,704487;0,0450;0,3178;0,6772;0,749
2,709259;0,0547;0,3296;0,6755;0,754
2,714485;0,0640;0,3381;0,6601;0,744
2,730117;0,0770;0,3503;0,6420;0,735
2,731089;0,0943;0,3628;0,6266;0,730
2,732335;0,1092;0,3731;0,6179;0,730
2,734351;0,1231;0,3845;0,6139;0,735
2,747291;0,1358;0,3899;0,6073;0,734
2,748984;0,1495;0,4002;0,6071;0,742
2,750200;0,1683;0,4139;0,6135;0,759
2,757617;0,1815;0,4236;0,6176;0,771
2,759497;0,1969;0,4322;0,6240;0,784
2,764436;0,2077;0,4420;0,6332;0,800
2,769838;0,2184;0,4515;0,6413;0,814
2,774782;0,2326;0,4664;0,6528;0,835
2,779887;0,2541;0,4842;0,6814;0,874
2,784750;0,2778;0,4999;0,7285;0,926
2,790307;0,3007;0,5126;0,7774;0,979
2,795170;0,3276;0,5162;0,8245;1,026
2,800153;0,3569;0,5233;0,8795;1,084
2,805226;0,3814;0,5363;0,9105;1,123
2,810291;0,4031;0,5526;0,9394;1,162
2,815237;0,4224;0,5670;0,9611;1,193
2,829230;0,4402;0,5793;0,9789;1,220
2,830535;0,4522;0,5937;0,9912;1,241
2,831081;0,4495;0,6039;1,0014;1,253
2,848423;0,4383;0,6093;1,0061;1,255
2,849512;0,4205;0,6115;1,0126;1,255
2,850152;0,4036;0,6161;1,0192;1,258
2,850668;0,3870;0,6205;1,0422;1,273
2,855103;0,3667;0,6232;1,0774;1,298
2,859934;0,3540;0,6235;1,1153;1,326
2,865021;0,3491;0,6259;1,1470;1,353
2,870027;0,3530;0,6296;1,1666;1,372
2,874972;0,3594;0,6323;1,1942;1,398
2,880092;0,3699;0,6352;1,2169;1,422
2,885947;0,3816;0,6376;1,2374;1,443
2,890164;0,3921;0,6369;1,2579;1,463
2,895199;0,4002;0,6337;1,2824;1,485
